architecture_family,audio_codec,audio_codec_measured,audio_preserved,bytes,chunk_boundary_mean_delta,codec,commercial_use,context_frames,duplicate_adjacent_frames,duration,filename,fixture,fps,frame_count,gateway_job_id,has_audio,height,inference_seconds,input,license,mean_frame_delta,measured_duration,measured_fps,measured_frame_count,measured_height,measured_width,mime_type,model_id,model_loading_seconds,native_scale,p95_frame_delta,peak_vram_mb,pixel_format,processing_fps,processing_seconds,provider_cost,runtime,runtime_device,static_region_temporal_variation,temporal,vram_measurement,width,worker_job_id
TSCUNet,aac,aac,True,45658,,h264,False,5,0,2.0,result.mp4,natural,6.0,12,gen_86cd1044-1a52-4f11-a61d-85280e894217,True,128,2.035342200018931,"{'width': 96, 'height': 64, 'fps': 6.0, 'frame_count': 12, 'duration': 2.0, 'codec': 'h264', 'pixel_format': 'yuv420p', 'has_audio': True, 'audio_codec': 'aac', 'rotation': 0}",CC-BY-NC-SA-4.0,4.940134048461914,2.0,6.0,12,128,192,video/mp4,openmodeldb/gameup-v2-tscunet-small-x2,5.0451302000146825,2,5.02235221862793,,yuv420p,1.6013196154689813,7.493819399998756,0,onnxruntime,cuda,0.6306027770042419,True,unavailable_for_onnxruntime_under_wddm,192,vup_3d0764b5-3ef3-4cff-9a20-581bff40f3d0
